names,atom_pos,atoms,water_counts
1825,"[2.0969 1.9502 9.6132 2.1682 1.974  9.6793 2.0576 1.8615 9.6371 2.0874
 1.9297 9.3375 1.9946 1.9254 9.3006 2.0835 1.949  9.4356]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1944,"[2.0475 1.9902 9.6774 2.1034 1.9213 9.7236 2.0701 2.0808 9.7132 1.9628
 2.0049 9.3986 2.0285 2.065  9.3531 1.989  1.9933 9.4944]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1950,"[2.0228 1.8892 9.531  2.0906 1.9436 9.5806 1.9548 1.8541 9.5953 1.9638
 2.0837 9.3281 1.9775 2.0292 9.4108 2.0465 2.0804 9.2719]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
131,"[2.001  2.084  9.543  2.0367 2.1211 9.6286 1.9048 2.1093 9.5332 2.0111
 1.8697 9.3594 2.0778 1.8844 9.2864 2.0147 1.9462 9.4237]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1437,"[2.0161 1.9466 9.6531 2.0824 1.8778 9.6826 1.9269 1.9263 9.6933 2.0336
 1.8841 9.3791 2.0396 1.9351 9.4649 1.9581 1.92   9.3242]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1202,"[2.0641 2.1105 9.3186 2.0671 2.0745 9.4119 2.0821 2.2089 9.3202 2.0064
 1.9399 9.5162 2.0343 1.8439 9.5165 1.9986 1.9726 9.6104]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1963,"[1.9662 1.9317 9.3207 1.8672 1.9281 9.3072 2.0011 2.0196 9.288  2.0806
 1.8485 9.6439 2.1649 1.8885 9.68   2.0577 1.892  9.5568]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
947,"[1.9401 2.0074 9.3702 1.967  2.0092 9.4665 2.0129 1.9653 9.3161 2.049
 1.9506 9.6137 2.1488 1.9521 9.6195 2.0152 1.8617 9.6445]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
703,"[1.943  2.0143 9.6804 1.9561 2.1041 9.6383 2.0316 1.9774 9.7084 2.0202
 1.9886 9.4084 2.0368 1.9086 9.3507 2.0132 1.9599 9.5039]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
919,"[1.9954 2.0276 9.6711 1.9302 2.0866 9.7187 1.9901 2.0447 9.5727 2.0565
 2.0631 9.293  2.0386 1.9659 9.2782 2.1523 2.0829 9.2724]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
222,"[1.9551 2.0814 9.6154 2.0428 2.0577 9.6572 1.9295 2.1743 9.6421 1.9669
 2.0223 9.3423 1.9655 2.045  9.4397 2.0262 1.9433 9.3274]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
729,"[2.0861 1.8534 9.6369 2.1529 1.892  9.7006 2.0696 1.7576 9.66   2.1111
 1.8884 9.3776 2.0865 1.9818 9.3514 2.1154 1.8818 9.4772]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
103,"[2.0247 1.9984 9.6264 1.9976 1.9322 9.6963 2.1003 2.0541 9.6607 2.026
 2.069  9.3164 2.0812 1.9893 9.2916 2.0184 2.0744 9.416 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
803,"[2.0541 1.9087 9.3273 2.0474 1.9124 9.427  2.0065 1.8274 9.2937 2.0453
 1.9152 9.591  2.0199 1.9963 9.6437 2.0884 1.8482 9.6515]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1255,"[1.9878 1.9807 9.6353 2.0054 2.0773 9.6542 1.8895 1.963  9.6407 2.0918
 1.9434 9.3231 1.9986 1.9493 9.2872 2.0908 1.9613 9.4215]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1832,"[2.0022 1.9482 9.3987 1.9784 2.0225 9.3361 2.0861 1.9038 9.3673 1.955
 1.9965 9.6813 1.9829 1.9739 9.5879 1.9929 2.0854 9.7068]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1337,"[1.9676 1.9688 9.6534 1.9902 1.9742 9.5561 2.0175 2.0397 9.7032 2.0461
 1.9965 9.3994 2.0098 2.0712 9.3437 2.1265 1.9575 9.3544]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
417,"[2.025  1.9841 9.3077 2.0808 2.058  9.2699 2.0225 1.9919 9.4074 2.0581
 1.9836 9.639  2.1388 2.0331 9.6711 1.9968 1.9661 9.716 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1020,"[2.0127 2.0187 9.6045 1.9647 2.1009 9.6352 1.9671 1.9377 9.6414 2.0387
 1.9859 9.3413 2.101  1.9224 9.2957 2.0543 1.9829 9.44  ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
227,"[2.0122 1.9354 9.6826 2.1088 1.9384 9.7082 1.9642 2.0123 9.7249 2.0222
 1.9427 9.4096 2.0112 1.931  9.5082 1.9877 1.8617 9.3623]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1360,"[2.0804 1.9335 9.3981 2.0855 1.8453 9.3514 2.0869 1.9194 9.4969 2.0384
 1.9426 9.6574 1.9458 1.9797 9.6494 2.0907 1.9974 9.7227]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
746,"[1.919  1.9571 9.631  1.9325 2.0528 9.6569 1.8427 1.9189 9.6833 2.0084
 1.9715 9.3285 1.9889 1.954  9.425  1.924  1.9635 9.2754]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1532,"[2.1083 1.9069 9.6767 2.0089 1.9159 9.683  2.1507 1.9966 9.689  2.0978
 1.9459 9.4043 2.1202 1.9254 9.4996 2.1042 1.8622 9.3499]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1357,"[2.0167 2.0464 9.2972 2.0127 2.0441 9.3971 2.0276 1.9534 9.2621 1.9834
 2.0255 9.57   2.0502 1.9706 9.6202 1.8946 2.0201 9.6157]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1510,"[1.9964 2.143  9.6466 2.0266 2.1994 9.5698 2.0165 2.1902 9.7325 2.0153
 1.8808 9.6011 2.0187 1.9804 9.6093 2.0064 1.8555 9.5048]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
558,"[2.0489 1.9984 9.3448 2.0367 1.9883 9.4436 2.0104 1.9187 9.2982 2.0202
 1.9729 9.6021 1.9604 1.982  9.6817 2.1133 1.9993 9.6272]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1306,"[2.0663 1.9088 9.3721 2.1353 1.8709 9.3104 1.9933 1.9512 9.3184 2.081
 1.9001 9.6444 2.0724 1.9069 9.545  2.0363 1.8165 9.6761]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
804,"[2.1025 1.922  9.3302 2.05   1.86   9.2719 2.081  1.9038 9.4262 2.0544
 1.8744 9.5936 1.9725 1.8917 9.6483 2.135  1.8762 9.6528]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
125,"[2.0588 1.9926 9.6758 2.0321 2.0854 9.7021 2.0025 1.9265 9.7253 2.0749
 1.9755 9.3731 2.0761 1.8782 9.3501 2.08   1.9864 9.4724]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
798,"[2.0302 1.9852 9.6135 1.9598 2.0156 9.6776 2.0583 1.892  9.6365 1.9959
 1.9615 9.344  1.9475 2.0338 9.2948 2.008  1.9885 9.4395]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1709,"[2.0164 1.9744 9.5856 1.9176 1.988  9.5934 2.045  1.9909 9.4912 2.0672
 2.0026 9.3292 2.1563 1.9888 9.2861 2.0298 2.0909 9.301 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1116,"[1.9992 2.0999 9.3113 1.9661 2.168  9.2459 2.0828 2.0578 9.2762 2.0203
 1.884  9.5302 2.1004 1.9304 9.5681 1.9686 1.9479 9.4733]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
849,"[2.0497 1.972  9.4067 2.0145 1.9737 9.5003 2.0705 2.0652 9.3772 1.9315
 1.9567 9.6442 1.9913 1.8934 9.6934 1.8361 1.9316 9.6602]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1378,"[1.9839 2.0215 9.4006 2.023  2.1097 9.4268 1.929  2.0326 9.3178 2.0313
 1.8951 9.6348 1.9394 1.8793 9.6712 2.0246 1.9399 9.5456]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1178,"[2.0907 1.9083 9.6599 2.0458 1.992  9.6911 2.0988 1.9101 9.5602 2.0569
 1.9152 9.3946 1.9743 1.8888 9.3449 2.1369 1.9014 9.3361]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1756,"[2.0184 2.0049 9.5896 1.9408 1.9536 9.6263 2.0106 2.0103 9.49   2.0031
 1.9931 9.314  2.0452 1.9052 9.2917 1.9058 1.9902 9.291 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1314,"[2.0585 1.9312 9.6161 2.0477 1.9103 9.5189 1.9782 1.899  9.6663 1.9881
 1.9347 9.3297 1.9869 1.8719 9.252  1.9637 2.0266 9.2987]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
76,"[1.9525 1.9485 9.4023 2.0016 1.9852 9.4813 1.8673 1.906  9.4327 2.0295
 2.0223 9.6562 1.9585 2.006  9.7247 2.0976 1.9492 9.6607]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1930,"[2.0511 1.9568 9.6188 2.0441 1.958  9.519  2.0854 1.8677 9.6487 2.0589
 1.9672 9.3399 1.9895 1.9786 9.2688 2.139  1.9216 9.3012]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
427,"[1.9757 2.0618 9.6435 2.0024 2.1148 9.724  1.9948 2.1148 9.5609 1.9615
 1.9994 9.3371 1.8872 2.0135 9.2716 1.9317 1.9356 9.408 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1727,"[2.004  2.1224 9.3428 2.0994 2.1141 9.3141 1.9966 2.102  9.4404 1.9865
 2.0683 9.5992 2.0281 2.1362 9.6596 1.9095 2.0248 9.6458]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1993,"[1.9957 2.0353 9.6474 2.0362 2.1129 9.6957 1.9047 2.0167 9.6844 2.0419
 2.0836 9.3609 2.0835 1.998  9.3302 2.0012 2.0704 9.4512]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
315,"[1.9672 1.8523 9.3139 2.0228 1.9037 9.2486 1.9018 1.7951 9.2643 2.055
 1.9523 9.5404 2.0197 1.9093 9.4573 2.1392 1.9063 9.5686]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
198,"[2.1085 1.9616 9.6598 2.1205 1.8688 9.6951 2.0872 1.9576 9.5621 2.1016
 1.9323 9.3728 2.0855 1.8424 9.4136 2.0205 1.9608 9.3217]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
81,"[2.0737 1.9097 9.3703 2.1273 1.9883 9.3395 2.0549 1.9183 9.4681 2.0502
 1.9332 9.6574 1.9628 1.9179 9.7035 2.1213 1.8788 9.7019]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
282,"[2.037  1.822  9.634  1.966  1.8884 9.6575 2.007  1.7303 9.6604 2.0855
 1.8752 9.337  2.057  1.9598 9.292  2.1061 1.8939 9.4331]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
397,"[2.101  1.9561 9.6691 2.0669 1.9535 9.5751 2.1535 1.8731 9.6879 1.9764
 1.9515 9.4221 1.9959 2.0084 9.3422 1.8911 1.9015 9.4074]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
489,"[2.0073 1.9061 9.4789 1.9681 1.8285 9.5282 2.0045 1.9874 9.537  1.9868
 2.1227 9.6733 1.9199 2.162  9.7364 2.0752 2.1678 9.6859]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1383,"[1.9967 1.9389 9.3645 1.9148 1.9866 9.3325 1.9884 1.8413 9.3443 2.0104
 1.9232 9.6545 1.9222 1.9619 9.6811 2.0223 1.9322 9.5556]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1741,"[2.0087 2.055  9.644  1.9188 2.0223 9.6732 2.0208 2.0364 9.5465 1.994
 1.9861 9.3892 2.0597 2.0114 9.3181 1.9057 1.9655 9.3471]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
859,"[1.9888 2.1103 9.3354 2.0072 2.0275 9.2823 2.0399 2.1869 9.2964 1.9834
 2.0289 9.5812 1.9662 2.0643 9.4893 2.0274 2.0997 9.6365]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
137,"[2.1078 1.9153 9.5754 2.1071 1.8178 9.5534 2.059  1.9305 9.6614 2.0475
 1.9407 9.3021 2.042  2.0257 9.2496 2.0594 1.9623 9.3991]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1908,"[2.0534 1.985  9.3372 2.1095 2.0656 9.318  2.0812 1.91   9.2772 1.9792
 1.9909 9.5985 1.9216 1.9103 9.6123 2.0044 1.9978 9.502 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
204,"[1.9978 2.092  9.3578 1.916  2.0753 9.3027 2.0645 2.1432 9.3037 2.0835
 1.926  9.5519 2.0457 1.9827 9.4787 2.0948 1.9814 9.6344]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
418,"[2.059  2.0686 9.3558 2.1079 2.1467 9.317  2.0828 2.0589 9.4524 2.098
 2.068  9.6828 2.088  1.9694 9.696  2.0081 2.1115 9.6879]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
696,"[2.0344 1.9723 9.5572 1.9469 1.9509 9.5139 2.0209 2.0429 9.6268 2.141
 1.9787 9.319  2.1108 1.9772 9.4143 2.0904 2.0491 9.2691]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
880,"[2.0098 1.9725 9.3271 1.9677 1.958  9.4167 2.055  1.8883 9.2976 1.9633
 1.9757 9.6344 1.8966 2.0085 9.7012 2.0028 1.8895 9.6663]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1837,"[1.9737 2.0084 9.3764 2.0065 2.0902 9.3291 1.9473 2.0321 9.4699 1.9366
 2.0189 9.6494 1.8927 1.942  9.6959 2.035  2.0023 9.643 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
971,"[2.0142 1.9232 9.3557 2.0469 2.0176 9.3588 2.0716 1.87   9.2936 2.0307
 1.8273 9.6394 2.1185 1.7941 9.6737 2.0273 1.816  9.5401]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1416,"[2.0336 1.9051 9.3757 2.1184 1.8901 9.3249 1.9768 1.9714 9.3271 2.0247
 1.9831 9.6479 1.9291 2.011  9.639  2.0541 1.9374 9.564 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
301,"[2.015  1.9008 9.6009 1.9221 1.8686 9.619  2.0122 1.9967 9.5727 2.1324
 1.8928 9.3303 2.058  1.9187 9.2688 2.0959 1.8767 9.422 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
351,"[2.0322 2.0133 9.3764 2.1162 2.0583 9.3462 2.018  2.0311 9.4738 2.0146
 2.0518 9.6387 2.0639 1.9817 9.6901 1.9937 2.1288 9.699 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1855,"[2.0913 1.8656 9.652  2.1698 1.8982 9.7047 2.0687 1.7723 9.6801 2.0231
 1.9732 9.4119 2.106  1.9823 9.3566 2.0483 1.9536 9.5066]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1024,"[2.0888 2.0007 9.6576 2.0701 1.971  9.564  2.0293 1.9511 9.7208 2.0193
 1.9122 9.3913 1.9564 1.8535 9.3404 2.099  1.9328 9.3345]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
546,"[2.0506 1.971  9.6186 2.0109 2.0592 9.6439 2.0087 1.8986 9.6734 2.0693
 1.971  9.342  2.123  2.0486 9.3089 2.0716 1.9691 9.442 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1030,"[1.9645 1.9328 9.6627 1.9642 1.923  9.5631 1.9708 1.8424 9.705  2.0501
 2.0319 9.3677 1.972  2.0603 9.312  2.0697 2.1023 9.436 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
767,"[2.0602 1.926  9.5558 2.0784 1.8667 9.6342 2.1394 1.9849 9.5395 1.9368
 1.9712 9.3277 1.8493 1.9266 9.3085 1.965  1.9501 9.4213]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
651,"[2.0654 1.9493 9.5543 2.0285 1.8803 9.6165 2.1638 1.9586 9.5693 1.9517
 1.9494 9.2981 1.9762 1.9647 9.3938 1.9966 2.0179 9.2408]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
815,"[1.9918 1.9629 9.3984 1.9825 1.9686 9.4979 2.0815 1.9251 9.3754 2.0094
 2.0035 9.6637 2.0572 2.0913 9.662  1.9235 2.0132 9.7139]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
787,"[2.0663 2.0274 9.6013 1.9764 1.9911 9.6258 2.0762 2.0275 9.5018 2.0506
 2.0097 9.3504 2.0128 1.9408 9.2884 2.1375 2.0431 9.3139]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
954,"[2.0239 2.0516 9.5052 2.0766 1.9772 9.4641 2.0032 2.1202 9.4354 2.118
 1.8813 9.3274 2.0704 1.8872 9.2397 2.2165 1.8744 9.3115]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
526,"[2.0939 1.9053 9.5911 2.1418 1.8209 9.6152 2.0362 1.9339 9.6675 2.0825
 2.0111 9.3009 2.0752 1.9944 9.3992 2.1636 1.9646 9.2652]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
742,"[1.96   2.0187 9.6615 1.9646 2.0098 9.562  1.8739 1.98   9.6945 1.9821
 1.9801 9.3961 2.0402 2.0419 9.3432 1.8958 1.9658 9.3476]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
451,"[2.0345 1.9743 9.6383 2.0498 1.9    9.7035 2.0319 2.0615 9.6872 1.9817
 2.0018 9.3651 2.0351 1.9982 9.4496 1.9    1.9451 9.3749]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
490,"[2.0396 1.9548 9.3754 2.0001 2.0341 9.3289 1.9767 1.923  9.4463 2.0635
 1.8358 9.635  2.1327 1.8561 9.5656 2.0865 1.75   9.6808]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1622,"[2.0219 2.0485 9.6147 2.1088 2.009  9.6444 1.9483 2.0151 9.6736 2.0424
 2.0448 9.3366 2.0024 2.082  9.4203 1.9801 1.9774 9.297 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
898,"[2.0913 1.8605 9.2962 2.0479 1.7731 9.2743 2.0338 1.9112 9.3604 1.9741
 2.0203 9.4941 1.9395 2.0955 9.5502 2.0502 1.9758 9.5414]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1698,"[1.9949 2.0783 9.4003 2.002  2.0149 9.4773 1.9263 2.0446 9.3357 2.0065
 1.8903 9.6051 2.0926 1.8693 9.6515 1.9326 1.837  9.6464]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1275,"[2.0053 1.9293 9.5978 1.9976 2.0097 9.6569 1.9817 1.8473 9.6499 2.0369
 1.9036 9.3197 2.0145 1.8816 9.4146 2.1225 1.9552 9.3167]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
201,"[2.0836 1.9201 9.5537 2.1764 1.8888 9.5741 2.0729 1.9304 9.4549 2.1092
 1.9475 9.2953 2.1904 1.9361 9.2381 2.0662 2.0354 9.2751]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1067,"[1.9456 2.0015 9.3174 1.9917 1.9161 9.2934 1.9648 2.0242 9.4129 2.0217
 2.0367 9.5716 1.9785 2.1029 9.6328 2.0956 1.9898 9.62  ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
188,"[2.0762 2.0281 9.6739 2.1735 2.0272 9.6968 2.0307 2.1012 9.7248 1.9857
 2.0367 9.4236 2.0281 2.0299 9.5139 2.0289 1.9713 9.3615]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1567,"[2.0932 1.9098 9.6407 2.0808 1.9173 9.5417 2.0272 1.8444 9.6776 2.0699
 1.9762 9.3944 2.0054 1.9319 9.3321 2.1342 2.0318 9.3419]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1996,"[2.0711 1.8738 9.3314 1.9808 1.8933 9.2931 2.0656 1.8734 9.4312 2.0441
 1.8657 9.5876 2.1337 1.8973 9.6186 1.9995 1.8146 9.6611]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1494,"[2.1078 1.9236 9.6482 2.0725 2.0126 9.6768 2.111  1.9194 9.5484 2.1428
 1.922  9.3546 2.1901 2.0056 9.3268 2.1645 1.8484 9.2904]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1981,"[2.004  2.0311 9.5749 1.9795 2.0814 9.6579 1.9999 2.0927 9.4962 2.0791
 1.8955 9.368  2.146  1.8267 9.3963 2.038  1.9373 9.449 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
129,"[2.025  2.0138 9.629  2.0957 2.0058 9.6993 1.9792 2.1023 9.6378 2.0048
 1.9306 9.3303 2.0828 1.8812 9.2921 2.024  1.9547 9.4255]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1094,"[2.0113 2.0616 9.3747 1.9927 2.0569 9.4728 1.9531 1.9959 9.3266 2.1205
 1.9446 9.6681 2.1819 1.8688 9.69   2.1466 2.0251 9.7213]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1371,"[2.0083 1.9613 9.6805 1.9951 1.9806 9.5833 2.0613 1.8771 9.6909 1.9721
 2.0239 9.4189 2.0169 1.9619 9.3545 1.9018 2.0766 9.3711]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1042,"[2.0418 1.9456 9.5535 2.0756 1.8693 9.6087 2.0781 2.0315 9.5896 2.0534
 1.9627 9.2975 2.065  1.9467 9.3955 1.9825 1.9018 9.2619]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
60,"[2.0707 1.856  9.6224 2.0648 1.893  9.5296 2.1653 1.8303 9.642  1.994
 2.0659 9.4397 1.9208 2.0215 9.3881 1.9907 2.1646 9.4241]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
814,"[1.961  1.9475 9.3175 1.9853 1.9463 9.4145 2.0118 2.0202 9.2713 2.0639
 1.9502 9.5604 2.1365 1.9225 9.6232 1.9895 1.9927 9.612 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
576,"[2.0115 2.1763 9.6744 2.0346 2.0799 9.6879 1.9169 2.1838 9.6429 2.0141
 1.9367 9.409  2.0021 1.9277 9.5078 1.9488 1.8774 9.3619]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
634,"[2.051  1.8792 9.6581 2.101  1.95   9.7079 1.9863 1.8343 9.7198 2.0605
 1.9294 9.3916 2.0937 1.9244 9.4858 1.9926 1.8575 9.3763]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
283,"[1.9895 1.9721 9.6105 2.0459 2.0523 9.63   1.9532 1.9353 9.6961 2.0233
 1.8758 9.3518 2.0014 1.9616 9.3052 2.0085 1.8867 9.4501]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1632,"[2.1326 1.9424 9.6813 2.1126 1.85   9.7138 2.0664 2.0065 9.7203 2.0071
 1.9563 9.4275 1.9431 2.005  9.4869 2.0923 1.9395 9.4771]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
459,"[2.0208 2.0684 9.6034 1.9286 2.1054 9.6138 2.0856 2.1253 9.654  1.965
 1.9888 9.3514 1.9932 2.0212 9.4417 1.8986 1.9148 9.3618]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
806,"[2.0169 1.9495 9.3666 1.9936 1.8696 9.3112 2.0442 1.9199 9.4581 2.0059
 1.8518 9.6381 1.9404 1.8098 9.701  2.0867 1.8815 9.689 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1635,"[2.0544 2.1629 9.6573 1.9698 2.1357 9.7031 2.0779 2.095  9.5877 2.0494
 1.94   9.4832 2.0636 1.8639 9.42   2.0058 1.9063 9.5667]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
48,"[2.0733 1.8387 9.3332 2.0944 1.8442 9.4308 2.1583 1.8305 9.2812 2.0627
 1.9136 9.6201 2.1562 1.9019 9.6534 2.0161 1.983  9.6751]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1948,"[1.9382 1.9889 9.6384 1.9711 2.0727 9.6821 1.8936 1.931  9.7066 2.0653
 1.9364 9.3782 2.0107 1.9626 9.4578 2.0167 1.8663 9.326 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
819,"[2.023  1.83   9.6458 1.9241 1.8176 9.6537 2.069  1.7769 9.717  2.0846
 1.9294 9.3615 2.1583 1.9003 9.3006 2.0981 1.8891 9.452 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1647,"[2.0383 1.8654 9.3899 2.0423 1.8876 9.4873 2.0243 1.767  9.3787 2.0577
 1.9799 9.6537 2.0684 2.0743 9.6849 2.1297 1.9232 9.6938]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
502,"[2.0349 2.0514 9.3082 1.9834 1.9667 9.2947 1.9925 2.125  9.2555 2.0815
 1.9131 9.5761 2.0412 1.9397 9.4885 2.1561 1.8485 9.5602]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1000,"[2.0329 1.8983 9.62   2.0256 1.878  9.5224 1.953  1.8616 9.6678 2.0697
 1.818  9.3242 2.0237 1.8583 9.245  2.1688 1.8226 9.311 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1871,"[1.9934 1.8889 9.6425 2.0069 1.8135 9.7068 1.9037 1.9303 9.6581 2.0126
 1.9304 9.3736 2.103  1.9295 9.3309 2.0227 1.9322 9.4731]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1603,"[2.0012 2.0155 9.3398 2.0829 2.0677 9.3153 1.9838 2.025  9.4379 1.9962
 2.0498 9.6174 1.9687 1.9563 9.64   2.0712 2.0778 9.6774]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1165,"[2.0281 2.0027 9.2994 2.0291 2.0102 9.3992 2.1185 2.0253 9.2634 1.9989
 2.0428 9.5619 2.0397 1.9999 9.6425 1.9661 2.1342 9.5858]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1025,"[1.9767 1.909  9.636  2.0235 1.991  9.669  1.9946 1.8974 9.5383 2.0288
 1.9033 9.3682 2.0407 1.8408 9.2911 2.0342 1.9977 9.3357]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
829,"[2.0662 1.9257 9.5872 2.1382 1.8717 9.6307 2.0673 2.0186 9.6243 2.0034
 1.9144 9.3122 1.9954 1.9117 9.4119 1.9541 1.9938 9.2769]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
213,"[2.0982 1.941  9.5691 2.1139 1.9243 9.4718 2.0083 1.9055 9.595  2.0302
 1.866  9.2948 1.94   1.877  9.2529 2.0866 1.8066 9.2375]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1561,"[2.1054 1.826  9.2913 2.0973 1.7454 9.2328 2.1644 1.8936 9.2471 2.0809
 1.845  9.6452 2.1034 1.8178 9.5517 2.1643 1.8468 9.7004]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
654,"[2.0702 1.9029 9.6043 2.1573 1.8622 9.6316 2.0663 1.9096 9.5046 2.0432
 1.9315 9.3414 2.0297 2.0244 9.3069 1.9641 1.8752 9.3174]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
